"Service Request Description","Department","Method Received","Created Date","Block/Address","Street","Ward","Sub-Type"
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 07, 2022 02:26:16 PM","11##","DROUILLARD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 07, 2022 03:58:03 PM","12##","EC ROW","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 02, 2022 02:25:17 PM"," ","GRAND MARAIS RD E & PILLETTE RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 02, 2022 03:21:35 PM"," ","PILLETTE RD & GRAND MARAIS RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 07, 2022 09:16:32 AM"," ","COUSINEAU RD & CASGRAIN DR","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 01:14:28 PM","990##","GOYEAU","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 02:53:46 PM","30##","WOODLAND","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 01:21:57 PM"," ","TECUMSEH RD E & CENTRAL AVE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 02:57:28 PM","24##","PILLETTE","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAR 01, 2022 08:18:23 PM"," "," ","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 02:04:19 PM"," ","LAUZON PKY & HAWTHORNE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 03:25:26 PM","7##","WALKER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 10:11:28 AM","39##","BYNG","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 10:18:40 AM"," ","CORA GREENWOOD DR & CASTLE HILL RD","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAR 03, 2022 02:48:09 PM"," "," ","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 03:01:41 PM"," ","GEORGE AVE & GRAND MARAIS RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 11:04:48 AM"," ","EASTLAWN AVE & WYANDOTTE ST E","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 11:23:31 AM","24##","WESTMINSTER","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 10:34:30 AM","26##","PILLETTE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 11:30:23 AM"," ","PLYMOUTH DR & PILLETTE RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 11:23:45 AM","14##","TECUMSEH","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 22, 2022 11:41:54 AM"," ","GOYEAU ST & TUSCARORA ST","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 11:45:18 AM"," ","HOWARD AVE & LAKE TRAIL DR","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 12:48:26 PM","28##","KEW","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAR 04, 2022 12:53:08 PM"," "," ","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 12:56:58 PM","27##","PARTINGTON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 08:10:42 AM"," ","GOYEAU ST & ERIE ST E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 08:55:54 AM","24##","PILLETTE","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 09:06:42 AM"," ","RIVERSIDE DR E & PILLETTE RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 09:15:32 AM","11##","DROUILLARD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 09:20:43 AM"," ","TUSCARORA ST & AYLMER AVE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","JUN 30, 2022 11:24:01 AM","62##","SOUTH SERVICE","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","JUL 05, 2022 10:28:02 AM","3##","WATKINS","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 11, 2022 10:51:23 AM","36##","MATCHETTE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 22, 2022 12:31:21 PM"," ","HURON CHURCH RD & WYANDOTTE ST W","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 30, 2022 11:11:03 AM","5##","JARVIS","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 30, 2022 02:05:28 PM"," ","WILDWOOD DR & ROBINET RD","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 02, 2022 11:31:14 AM"," ","HOWARD AVE & MCDOUGALL ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 03, 2022 11:31:02 AM","8##","RIVERSIDE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 03, 2022 04:01:44 PM"," ","HAWTHORNE DR & LAUZON PKY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 14, 2022 08:18:15 AM","45##","RHODES","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 22, 2022 09:05:54 AM","27##","DOMINION","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 22, 2022 03:46:20 PM","5##","STANLEY","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","NOV 02, 2022 10:22:37 AM","8##","HILDEGARDE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 23, 2022 03:00:17 PM","14##","RANKIN","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 07, 2022 11:38:44 AM","18##","PARTINGTON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 09:38:14 AM"," ","UNIVERSITY AVE E & AYLMER AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 01:22:57 PM","41##","TECUMSEH","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 26, 2022 03:32:15 PM"," ","TECUMSEH RD E & HOWARD AVE","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 08:58:28 AM"," ","WALKER RD & OTTAWA ST","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","APR 27, 2022 11:59:40 AM"," ","LAUZON RD & LAUZON LINE","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 01:50:48 PM","28##","ASKIN","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 03:59:18 PM"," ","RIVERSIDE DR E & JOS JANISSE AVE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 27, 2022 04:00:12 PM"," ","CENTRAL AVE & WYANDOTTE ST E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 08:22:43 AM","6##","BRANT","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 09:19:11 AM","5##","DOUGALL","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 09:53:49 AM"," ","BANWELL RD & LITTLE RIVER BLVD","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 10:03:59 AM"," ","TECUMSEH RD E & WALKER RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 10:43:14 AM"," ","TECUMSEH RD E & LAUZON RD","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 28, 2022 01:58:55 PM"," ","TUSCARORA","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 10, 2022 12:37:50 PM"," ","SPRUCEWOOD AVE & OJIBWAY PKY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 11, 2022 10:17:23 AM"," ","LAUZON RD & COUNTY RD 42","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 11, 2022 10:39:40 AM","45##","HOWARD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 11, 2022 01:23:09 PM"," ","HOWARD AVE & CABANA RD E","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 12, 2022 08:22:28 AM","38##","LAUZON","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 12, 2022 09:03:40 AM"," ","EDISON ST & BROCK ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","AUG 21, 2022 08:04:07 PM"," "," ","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 09:00:41 AM"," ","HILL AVE & PETER ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 09:53:25 AM","11##","DEVONSHIRE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 10:27:48 AM","16##","YORK","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 10:27:44 AM","96##","KERBY","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 11:29:07 AM"," ","REGINALD ST & FORD BLVD","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 11:31:25 AM"," ","REGINALD ST & FERNDALE AVE","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","JUN 01, 2022 10:49:49 AM"," "," ","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 02:05:40 PM"," ","OJIBWAY PKY & BROADWAY ST","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 10:29:51 AM"," ","WALKER RD & RICHMOND ST","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 01:26:41 PM","21##","MOY","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 02, 2022 02:00:35 PM"," ","HAYES RD & AIRPORT RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","JUN 03, 2022 09:42:20 AM"," ","LAUZON PKY & CANTELON DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 09:24:13 AM"," ","LAUZON PKY & ENTERPRISE WAY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 09:41:18 AM"," ","LAUZON PKY & FOREST GLADE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","JUN 01, 2022 02:50:39 PM"," ","TECUMSEH RD E & LAUZON PKY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 10:23:03 AM"," ","LAUZON PKY & LAUZON LINE","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 12:43:34 PM"," ","AUBIN RD & ALICE ST","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 12:48:34 PM"," ","LIBERTY ST & CHURCH ST","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 01:59:02 PM","16##","HICKORY","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 03:10:35 PM","30##","BRUCE","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 25, 2022 03:40:29 PM","14##","EVERTS","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","MAR 27, 2022 12:24:10 PM"," "," ","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 09:26:42 AM","37##","PETER","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 09:45:36 AM"," ","TECUMSEH RD W & MCKAY AVE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 11:13:00 AM","30##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 12:45:11 PM"," ","REGINALD ST & ARTHUR RD","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 01:03:16 PM"," ","MARK AVE & LABELLE ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 01:08:43 PM"," ","PETER ST & HILL AVE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 02:23:28 PM"," ","LINCOLN RD & TECUMSEH RD E","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 03:16:35 PM","29##","ROBINET","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 03:58:23 PM"," ","LAUZON PKY & HAWTHORNE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 28, 2022 10:32:15 AM","11##","KILDARE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","FEB 23, 2022 02:16:28 PM"," "," ","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 27, 2022 09:26:28 AM"," ","KAUTEX DR & DEZIEL DR","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 30, 2022 09:05:25 AM","2##","WALKER","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 31, 2022 08:59:05 AM"," ","ENTERPRISE WAY & LAUZON PKY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 31, 2022 08:59:26 AM"," ","LAUZON PKY & FOREST GLADE DR","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 31, 2022 09:43:10 AM"," ","LAUZON PKY & TECUMSEH RD E","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 31, 2022 03:52:05 PM"," ","LAUZON PKY & ESSEX WAY","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 31, 2022 03:56:39 PM"," ","FOREST GLADE DR & WILDWOOD DR","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 26, 2022 11:14:49 AM"," ","BASELINE RD & COUNTY RD 17","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Web Intake","FEB 23, 2022 02:11:26 PM"," "," ","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 09, 2022 12:01:24 PM","14##","HURON CHURCH","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 17, 2022 11:20:13 AM"," ","HURON CHURCH RD & PATRICIA RD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 18, 2022 08:20:51 AM","3##","LAUZON","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 18, 2022 08:30:24 AM"," ","QUEEN ELIZABETH DR & GRANDVIEW ST","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 04, 2022 08:18:43 AM","9888##","EC ROW ON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 11:08:44 AM"," ","PARENT AVE & ERIE ST E","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 22, 2022 12:19:02 PM"," ","CHURCH ST & WEST GRAND BLVD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 23, 2022 11:34:36 AM","2##","WINDSOR","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 23, 2022 02:09:47 PM"," ","ELSMERE AVE & GRAND MARAIS RD E","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 23, 2022 02:55:33 PM"," ","INDUSTRIAL DR & HURON CHURCH RD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 24, 2022 03:10:21 PM"," ","ERIE ST E & HOWARD AVE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 08:37:28 AM","22##","LONGFELLOW","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 10:15:02 AM"," ","AIRPORT RD & WALKER RD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 12:52:04 PM"," ","BARRYMORE LANE & STRATHMORE ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 02:59:40 PM"," ","GOYEAU ST & ERIE ST E","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 17, 2022 03:34:05 PM","9222##","EC ROW OFF","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 12:20:27 PM"," ","7TH CON RD & COUNTY RD 42","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 12:06:35 PM","31##","PARKWOOD","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 10:03:22 AM","31##","LOEBACH","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 10:43:32 AM","26##","PILLETTE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 11:30:31 AM","48##","WALKER","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 12:50:46 PM","45##","RHODES","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 06, 2022 01:40:11 PM","99##","TECUMSEH","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 07, 2022 11:55:39 AM","59##","RHODES","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAY 30, 2022 02:02:50 PM"," ","TOURANGEAU RD & TECUMSEH RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAY 30, 2022 03:29:17 PM"," ","RANDOLPH AVE & CABANA RD W","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 25, 2022 03:10:01 PM","64##","ROSEVILLE GARDEN","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 25, 2022 03:59:38 PM"," ","OUELLETTE PL & HILDEGARDE ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 09:48:05 AM"," ","RANKIN AVE & NORTHWOOD ST","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 28, 2022 10:02:41 AM","7##","BROCK","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 10:38:58 AM"," ","TRANBY AVE & BELLEPERCHE PL","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 10:40:08 AM"," ","TRANBY AVE & LAUZON RD","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","FEB 28, 2022 10:45:10 AM"," ","UNIVERSITY AVE W & CAMPBELL AVE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 11:01:49 AM","946##","8TH CON","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 01:03:24 PM","7##","BROCK","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 01:16:10 PM","33##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 03:55:37 PM"," ","HILDEGARDE ST & OUELLETTE AVE","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 09:37:57 AM","4##","TECUMSEH","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","FEB 28, 2022 02:34:48 PM"," ","RICHARDIE BLVD & MCKAY AVE","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 08:50:45 AM"," ","RICHARDIE BLVD & DOMINION BLVD","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 10:12:35 AM","33##","MCKAY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 12:56:28 PM","18##","TURNER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 01, 2022 03:08:45 PM","5##","JARVIS","WARD 7"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 08:08:55 AM","2##","JOSEPHINE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 08:41:59 AM"," ","ONTARIO ST & MONMOUTH RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 08:56:44 AM"," ","RAYMOND AVE & GARDEN COURT DR","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 10:54:30 AM","16##","DAYTONA","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 11:10:47 AM"," ","GILES BLVD E & LANGLOIS AVE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 24, 2022 09:54:00 AM","22##","WALKER","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 24, 2022 01:26:48 PM"," ","HURON CHURCH RD & COLLEGE AVE","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 29, 2022 08:37:19 AM"," ","SANDWICH ST & DETROIT ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 29, 2022 08:59:45 AM"," ","PILLETTE RD & WYANDOTTE ST E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 29, 2022 02:22:35 PM","18##","WALKER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 29, 2022 03:45:49 PM"," ","SANDWICH ST & BROCK ST","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 09:28:12 AM","16##","JEFFERSON","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 12:26:11 PM"," ","RIVERSIDE DR E & ST LOUIS AVE","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 12:59:38 PM","18##","CENTRAL","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 02:44:08 PM","32##","CHURCH","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 01:45:35 PM","34##","MCKAY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 08:17:03 AM"," ","GRAND MARAIS RD E & CHRYSLER CENTRE","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 08:25:08 AM"," ","LANGLOIS AVE & OTTAWA ST","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 03, 2022 10:28:49 AM"," ","LAUZON RD & CLAIRVIEW AVE","WARD 6"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 04, 2022 08:32:18 AM"," ","RHODES DR & DEZIEL DR","WARD 9"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 04, 2022 08:56:38 AM"," ","CENTRAL AVE & GRAND MARAIS RD E","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 12:50:21 PM","27##","PARTINGTON","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 11:21:01 AM","12##","LAURENDEAU","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 08:51:36 AM"," ","RICHMOND ST & WALKER RD","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 09:15:51 AM","15##","YORK","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 09:52:36 AM","34##","YPRES","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 10:16:17 AM","9##","WINDERMERE","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 10:24:34 AM","9##","OTTAWA","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 07, 2022 02:38:54 PM"," ","YORK ST & HANNA ST W","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 07, 2022 03:34:09 PM","3##","WATKINS","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 07, 2022 03:35:25 PM","3##","WATKINS","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 08, 2022 08:41:52 AM","55##","OJIBWAY","WARD 1"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 08:58:39 AM","7##","BROCK","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 09:01:28 AM","33##","BLOOMFIELD","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 10:05:14 AM","8##","HURON CHURCH","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 12:45:02 PM","6##","BROCK","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 01:00:11 PM"," ","DOUGALL AVE & EC ROW ON RAMP W","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","APR 19, 2022 01:51:17 PM","23##","MEIGHEN","WARD 5"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 01:11:57 PM","32##","CLEMENCEAU","WARD 8"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 04, 2022 01:19:13 PM","17##","BENJAMIN","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 07, 2022 02:09:00 PM","4##","GILES","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 07, 2022 03:42:50 PM","3##","WATKINS","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 02, 2022 02:54:06 PM","6##","VANIER","WARD 10"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 08, 2022 11:10:41 AM","10##","HIGHLAND","WARD 3"," "
"Pothole","Contracts, Field Services & Maintenance","E-Mail","MAR 09, 2022 08:53:14 AM","34##","PETER","WARD 2"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 09, 2022 12:49:51 PM","17##","CHILVER","WARD 4"," "
"Pothole","Contracts, Field Services & Maintenance","Phone","MAR 10, 2022 09:21:32 AM"," ","DROUILLARD RD & WYANDOTTE ST E","WARD 5"," "
